
İLİ	TRAFİK KOD NO.	ALT SINIR	 	ÜST SINIR	 	VERGİ DAİRESİ	SAY. KODU (V.D. KODU)
AFYONKARAHİSAR	03	S	8801	S	9100	KOCATEPE V.D.	03280
AFYONKARAHİSAR	03	S	9101	S	9400	DAZKIRI M.MD	03103
AFYONKARAHİSAR	03	S	9401	S	9999	SANDIKLI V.D.	03263
AFYONKARAHİSAR	03	SA	001	SZ	999	ŞUHUT M.MD	03109
AFYONKARAHİSAR	03	T	0001	T	3000	KOCATEPE V.D.	03280
AFYONKARAHİSAR	03	T	3001	T	3800	DİNAR V.D.	03260
AFYONKARAHİSAR	03	T	3801	T	4500	BOLVADİN V.D.	03261
AFYONKARAHİSAR	03	T	4501	T	5100	EMİRDAĞ V.D.	03262
AFYONKARAHİSAR	03	T	5101	T	5900	SANDIKLI V.D.	03263
AFYONKARAHİSAR	03	T	5901	T	6300	ÇAY V.D.	03202
AFYONKARAHİSAR	03	T	6301	T	6600	DAZKIRI M.MD	03103
AFYONKARAHİSAR	03	T	6601	T	6900	ŞUHUT M.MD	03109
AFYONKARAHİSAR	03	T	6901	T	7250	KOCATEPE V.D.	03280
AFYONKARAHİSAR	03	T	7251	T	7600	SİNANPAŞA M.MD	03107
AFYONKARAHİSAR	03	T	7601	T	7900	ÇAY V.D.MD.	03202
AFYONKARAHİSAR	03	T	7901	T	8500	DAZKIRI M.MD	03103
AFYONKARAHİSAR	03	T	8801	T	9100	KOCATEPE V.D.	03280
AFYONKARAHİSAR	03	T	9101	T	9400	DAZKIRI M.MD	03103
AFYONKARAHİSAR	03	T	9401	T	9999	SANDIKLI V.D.	03263
AFYONKARAHİSAR	03	UA	001	YZ	999	KOCATEPE V.D.	03280
AFYONKARAHİSAR	03	Y	0001	Y	3000	KOCATEPE V.D.	03280
AFYONKARAHİSAR	03	Y	3001	Y	3800	DİNAR V.D.	03260
AFYONKARAHİSAR	03	Y	3801	Y	4500	BOLVADİN V.D.	03261
AFYONKARAHİSAR	03	Y	4501	Y	5100	EMİRDAĞ V.D.	03262
AFYONKARAHİSAR	03	Y	5101	Y	5900	SANDIKLI V.D.	03263
AFYONKARAHİSAR	03	Y	5901	Y	6300	ÇAY V.D.	03202
AFYONKARAHİSAR	03	Y	6301	Y	6600	DAZKIRI M.MD	03103
AFYONKARAHİSAR	03	Y	6601	Y	6900	ŞUHUT M.MD	03109
AFYONKARAHİSAR	03	Y	6901	Y	7250	KOCATEPE V.D.	03280
AFYONKARAHİSAR	03	Y	7251	Y	7600	SİNANPAŞA M.MD	03107
AFYONKARAHİSAR	03	Y	7601	Y	7900	ÇAY V.D.	03202
AFYONKARAHİSAR	03	Y	7901	Y	8500	DAZKIRI M.MD	03103
AFYONKARAHİSAR	03	Y	8801	Y	9100	KOCATEPE V.D.	03280
AFYONKARAHİSAR	03	Y	9101	Y	9400	DAZKIRI M.MD	03103
AFYONKARAHİSAR	03	Y	9401	Y	9999	SANDIKLI V.D.	03263
AFYONKARAHİSAR	03	ZA	001	ZZ	999	İSCEHİSAR M. MD.	03113
