
İLİ	TRAFİK KOD NO.	ALT SINIR	 	ÜST SINIR	 	VERGİ DAİRESİ	SAY. KODU (V.D. KODU)
ORDU	52	T	2000	T	2499	ULUBEY M.MD	52109
ORDU	52	T	2500	T	2999	KORGAN M.MD	52105
ORDU	52	T	3000	T	3499	AKKUŞ M.MD	52101
ORDU	52	T	3500	T	3999	PERŞEMBE M.MD	52108
ORDU	52	T	4000	T	4999	AYBASTI M.MD	52102
ORDU	52	T	5000	T	5499	ÜNYE V.D.	52262
ORDU	52	T	5500	T	5999	ÇATALPINAR M.MD	52114
ORDU	52	T	6000	T	6499	MESUDİYE M.MD.	52107
ORDU	52	T	6500	T	6999	GÜRGENTEPE M.MD.	52112
ORDU	52	T	7000	T	8499	FATSA V.D.	52261
ORDU	52	T	7900	T	7999	KABATAŞ M.MD	52118
ORDU	52	T	8500	T	8999	KUMRU M.MD.	52106
ORDU	52	T	9000	T	9999	GÖLKÖY M.MD	52104
